"ID","species","plot","treatment","tree_spec","year","abundance","tree_species","inte"
"EGA_2016","Cerylon_histeroides","E","G","A",2016,2,"A","A*Cerylon_histeroides"
"EGA_2016","Cis_rugulosus","E","G","A",2016,1,"A","A*Cis_rugulosus"
"EGA_2016","Enicmus_rugosus","E","G","A",2016,2,"A","A*Enicmus_rugosus"
"EGA_2016","Latridius_hirtus","E","G","A",2016,1,"A","A*Latridius_hirtus"
"EGA_2016","Melanotus_castanipes","E","G","A",2016,1,"A","A*Melanotus_castanipes"
"EGA_2016","Mordellistena_neuwaldeggiana","E","G","A",2016,1,"A","A*Mordellistena_neuwaldeggiana"
"EGA_2016","Stenomax_aeneus","E","G","A",2016,1,"A","A*Stenomax_aeneus"
"EGA_2016","Tomoxia_bucephala","E","G","A",2016,1,"A","A*Tomoxia_bucephala"
"FGA_2016","Bitoma_crenata","F","G","A",2016,1,"A","A*Bitoma_crenata"
"FGA_2016","Cerylon_histeroides","F","G","A",2016,1,"A","A*Cerylon_histeroides"
"FGA_2016","Ipidia_binotata","F","G","A",2016,1,"A","A*Ipidia_binotata"
"FGA_2016","Placusa_pumilio","F","G","A",2016,1,"A","A*Placusa_pumilio"
"FGA_2016","Rhizophagus_perforatus","F","G","A",2016,1,"A","A*Rhizophagus_perforatus"
"FGA_2016","Taphrorychus_bicolor","F","G","A",2016,2,"A","A*Taphrorychus_bicolor"
"FGA_2016","Tomoxia_bucephala","F","G","A",2016,7,"A","A*Tomoxia_bucephala"
"FGA_2016","Xyleborinus_saxesenii","F","G","A",2016,2,"A","A*Xyleborinus_saxesenii"
"ANA_2016","Cryptolestes_duplicatus","A","N","A",2016,1,"A","A*Cryptolestes_duplicatus"
"ANA_2016","Cyclorhipidion_bodoanum","A","N","A",2016,1,"A","A*Cyclorhipidion_bodoanum"
"ANA_2016","Pyrrhidium_sanguineum","A","N","A",2016,4,"A","A*Pyrrhidium_sanguineum"
"ANA_2016","Sphindus_dubius","A","N","A",2016,1,"A","A*Sphindus_dubius"
"ANA_2016","Xyleborinus_saxesenii","A","N","A",2016,5,"A","A*Xyleborinus_saxesenii"
"BNA_2016","Aspidiphorus_orbiculatus","B","N","A",2016,2,"A","A*Aspidiphorus_orbiculatus"
"BNA_2016","Cyclorhipidion_bodoanum","B","N","A",2016,1,"A","A*Cyclorhipidion_bodoanum"
"BNA_2016","Enicmus_rugosus","B","N","A",2016,1,"A","A*Enicmus_rugosus"
"BNA_2016","Pyrrhidium_sanguineum","B","N","A",2016,1,"A","A*Pyrrhidium_sanguineum"
"BNA_2016","Saperda_perforata","B","N","A",2016,1,"A","A*Saperda_perforata"
"BNA_2016","Scolytus_intricatus","B","N","A",2016,15,"A","A*Scolytus_intricatus"
"BNA_2016","Trypodendron_signatum","B","N","A",2016,3,"A","A*Trypodendron_signatum"
"BNA_2016","Xyleborinus_saxesenii","B","N","A",2016,3,"A","A*Xyleborinus_saxesenii"
"CNA_2016","Bitoma_crenata","C","N","A",2016,4,"A","A*Bitoma_crenata"
"CNA_2016","Bolitochara_obliqua","C","N","A",2016,1,"A","A*Bolitochara_obliqua"
"CNA_2016","Cryptolestes_duplicatus","C","N","A",2016,1,"A","A*Cryptolestes_duplicatus"
"CNA_2016","Homalota_plana","C","N","A",2016,1,"A","A*Homalota_plana"
"CNA_2016","Phloeophagus_lignarius","C","N","A",2016,1,"A","A*Phloeophagus_lignarius"
"CNA_2016","Taphrorychus_bicolor","C","N","A",2016,1,"A","A*Taphrorychus_bicolor"
"CNA_2016","Trypodendron_signatum","C","N","A",2016,1,"A","A*Trypodendron_signatum"
"DNA_2016","Bolitochara_obliqua","D","N","A",2016,2,"A","A*Bolitochara_obliqua"
"DNA_2016","Carpophilus_sexpustulatus","D","N","A",2016,1,"A","A*Carpophilus_sexpustulatus"
"DNA_2016","Cis_boleti","D","N","A",2016,1,"A","A*Cis_boleti"
"DNA_2016","Orthoperus_corticalis","D","N","A",2016,1,"A","A*Orthoperus_corticalis"
"DNA_2016","Pyrrhidium_sanguineum","D","N","A",2016,1,"A","A*Pyrrhidium_sanguineum"
"DNA_2016","Rhagium_mordax","D","N","A",2016,1,"A","A*Rhagium_mordax"
"DNA_2016","Saperda_perforata","D","N","A",2016,12,"A","A*Saperda_perforata"
"DNA_2016","Sulcacis_nitidus","D","N","A",2016,1,"A","A*Sulcacis_nitidus"
"DNA_2016","Tritoma_bipustulata","D","N","A",2016,1,"A","A*Tritoma_bipustulata"
"ENA_2016","Bitoma_crenata","E","N","A",2016,1,"A","A*Bitoma_crenata"
"ENA_2016","Litargus_connexus","E","N","A",2016,1,"A","A*Litargus_connexus"
"ENA_2016","Orthoperus_atomarius","E","N","A",2016,1,"A","A*Orthoperus_atomarius"
"ENA_2016","Pyrrhidium_sanguineum","E","N","A",2016,1,"A","A*Pyrrhidium_sanguineum"
"ENA_2016","Scaphisoma_agaricinum","E","N","A",2016,1,"A","A*Scaphisoma_agaricinum"
"ENA_2016","Sulcacis_fronticornis","E","N","A",2016,1,"A","A*Sulcacis_fronticornis"
"ENA_2016","Tachyta_nana","E","N","A",2016,1,"A","A*Tachyta_nana"
"ENA_2016","Xyleborinus_saxesenii","E","N","A",2016,1,"A","A*Xyleborinus_saxesenii"
"FNA_2016","Bitoma_crenata","F","N","A",2016,2,"A","A*Bitoma_crenata"
"FNA_2016","Pyrrhidium_sanguineum","F","N","A",2016,1,"A","A*Pyrrhidium_sanguineum"
"AOA_2016","Bitoma_crenata","A","O","A",2016,3,"A","A*Bitoma_crenata"
"AOA_2016","Cryptolestes_duplicatus","A","O","A",2016,1,"A","A*Cryptolestes_duplicatus"
"AOA_2016","Cyclorhipidion_bodoanum","A","O","A",2016,1,"A","A*Cyclorhipidion_bodoanum"
"AOA_2016","Dropephylla_ioptera","A","O","A",2016,1,"A","A*Dropephylla_ioptera"
"AOA_2016","Pyrrhidium_sanguineum","A","O","A",2016,6,"A","A*Pyrrhidium_sanguineum"
"AOA_2016","Sphindus_dubius","A","O","A",2016,1,"A","A*Sphindus_dubius"
"AOA_2016","Sulcacis_nitidus","A","O","A",2016,1,"A","A*Sulcacis_nitidus"
"AOA_2016","Xyleborinus_saxesenii","A","O","A",2016,13,"A","A*Xyleborinus_saxesenii"
"BOA_2016","Clypastraea_pusilla","B","O","A",2016,1,"A","A*Clypastraea_pusilla"
"BOA_2016","Cryptolestes_duplicatus","B","O","A",2016,1,"A","A*Cryptolestes_duplicatus"
"BOA_2016","Homalota_plana","B","O","A",2016,1,"A","A*Homalota_plana"
"BOA_2016","Litargus_connexus","B","O","A",2016,1,"A","A*Litargus_connexus"
"BOA_2016","Melanotus_castanipes","B","O","A",2016,1,"A","A*Melanotus_castanipes"
"BOA_2016","Pyrrhidium_sanguineum","B","O","A",2016,1,"A","A*Pyrrhidium_sanguineum"
"BOA_2016","Rhizophagus_bipustulatus","B","O","A",2016,1,"A","A*Rhizophagus_bipustulatus"
"BOA_2016","Rhizophagus_depressus","B","O","A",2016,1,"A","A*Rhizophagus_depressus"
"BOA_2016","Sulcacis_nitidus","B","O","A",2016,1,"A","A*Sulcacis_nitidus"
"BOA_2016","Tomoxia_bucephala","B","O","A",2016,1,"A","A*Tomoxia_bucephala"
"BOA_2016","Trypodendron_signatum","B","O","A",2016,1,"A","A*Trypodendron_signatum"
"BOA_2016","Xyleborinus_saxesenii","B","O","A",2016,1,"A","A*Xyleborinus_saxesenii"
"COA_2016","Bitoma_crenata","C","O","A",2016,1,"A","A*Bitoma_crenata"
"COA_2016","Cerylon_fagi","C","O","A",2016,1,"A","A*Cerylon_fagi"
"COA_2016","Cerylon_histeroides","C","O","A",2016,1,"A","A*Cerylon_histeroides"
"COA_2016","Mycetophagus_atomarius","C","O","A",2016,1,"A","A*Mycetophagus_atomarius"
"COA_2016","Pyrrhidium_sanguineum","C","O","A",2016,6,"A","A*Pyrrhidium_sanguineum"
"COA_2016","Sulcacis_nitidus","C","O","A",2016,1,"A","A*Sulcacis_nitidus"
"COA_2016","Tomoxia_bucephala","C","O","A",2016,2,"A","A*Tomoxia_bucephala"
"DOA_2016","Anobium_punctatum","D","O","A",2016,1,"A","A*Anobium_punctatum"
"DOA_2016","Bitoma_crenata","D","O","A",2016,2,"A","A*Bitoma_crenata"
"DOA_2016","Corticeus_unicolor","D","O","A",2016,1,"A","A*Corticeus_unicolor"
"DOA_2016","Cryptolestes_duplicatus","D","O","A",2016,4,"A","A*Cryptolestes_duplicatus"
"DOA_2016","Drapetes_mordelloides","D","O","A",2016,1,"A","A*Drapetes_mordelloides"
"DOA_2016","Glischrochilus_quadriguttatus","D","O","A",2016,1,"A","A*Glischrochilus_quadriguttatus"
"DOA_2016","Homalota_plana","D","O","A",2016,1,"A","A*Homalota_plana"
"DOA_2016","Microscydmus_minimus","D","O","A",2016,1,"A","A*Microscydmus_minimus"
"DOA_2016","Phymatodes_testaceus","D","O","A",2016,1,"A","A*Phymatodes_testaceus"
"DOA_2016","Pyrrhidium_sanguineum","D","O","A",2016,1,"A","A*Pyrrhidium_sanguineum"
"DOA_2016","Silvanus_bidentatus","D","O","A",2016,1,"A","A*Silvanus_bidentatus"
"DOA_2016","Sulcacis_nitidus","D","O","A",2016,8,"A","A*Sulcacis_nitidus"
"DOA_2016","Tachyta_nana","D","O","A",2016,1,"A","A*Tachyta_nana"
"DOA_2016","Taphrorychus_bicolor","D","O","A",2016,1,"A","A*Taphrorychus_bicolor"
"DOA_2016","Xyleborinus_saxesenii","D","O","A",2016,67,"A","A*Xyleborinus_saxesenii"
"DOA_2016","Xyleborus_cryptographus","D","O","A",2016,6,"A","A*Xyleborus_cryptographus"
"EOA_2016","Agathidium_nigripenne","E","O","A",2016,1,"A","A*Agathidium_nigripenne"
"EOA_2016","Bitoma_crenata","E","O","A",2016,1,"A","A*Bitoma_crenata"
"EOA_2016","Cerylon_histeroides","E","O","A",2016,1,"A","A*Cerylon_histeroides"
"EOA_2016","Chrysobothris_affinis","E","O","A",2016,2,"A","A*Chrysobothris_affinis"
"EOA_2016","Cryptolestes_duplicatus","E","O","A",2016,3,"A","A*Cryptolestes_duplicatus"
"EOA_2016","Crypturgus_hispidulus","E","O","A",2016,1,"A","A*Crypturgus_hispidulus"
"EOA_2016","Cyclorhipidion_bodoanum","E","O","A",2016,1,"A","A*Cyclorhipidion_bodoanum"
"EOA_2016","Drapetes_mordelloides","E","O","A",2016,1,"A","A*Drapetes_mordelloides"
"EOA_2016","Enicmus_rugosus","E","O","A",2016,3,"A","A*Enicmus_rugosus"
"EOA_2016","Gabrius_splendidulus","E","O","A",2016,1,"A","A*Gabrius_splendidulus"
"EOA_2016","Platystomos_albinus","E","O","A",2016,2,"A","A*Platystomos_albinus"
"EOA_2016","Silvanus_bidentatus","E","O","A",2016,1,"A","A*Silvanus_bidentatus"
"EOA_2016","Silvanus_unidentatus","E","O","A",2016,2,"A","A*Silvanus_unidentatus"
"EOA_2016","Stictoleptura_scutellata","E","O","A",2016,1,"A","A*Stictoleptura_scutellata"
"EOA_2016","Sulcacis_fronticornis","E","O","A",2016,1,"A","A*Sulcacis_fronticornis"
"EOA_2016","Taphrorychus_bicolor","E","O","A",2016,1,"A","A*Taphrorychus_bicolor"
"EOA_2016","Tomoxia_bucephala","E","O","A",2016,1,"A","A*Tomoxia_bucephala"
"FOA_2016","Agathidium_nigripenne","F","O","A",2016,1,"A","A*Agathidium_nigripenne"
"FOA_2016","Cerylon_histeroides","F","O","A",2016,2,"A","A*Cerylon_histeroides"
"FOA_2016","Cis_boleti","F","O","A",2016,2,"A","A*Cis_boleti"
"FOA_2016","Cyclorhipidion_bodoanum","F","O","A",2016,1,"A","A*Cyclorhipidion_bodoanum"
"FOA_2016","Enicmus_rugosus","F","O","A",2016,1,"A","A*Enicmus_rugosus"
"FOA_2016","Orthoperus_corticalis","F","O","A",2016,1,"A","A*Orthoperus_corticalis"
"FOA_2016","Pyrrhidium_sanguineum","F","O","A",2016,3,"A","A*Pyrrhidium_sanguineum"
"FOA_2016","Sulcacis_fronticornis","F","O","A",2016,4,"A","A*Sulcacis_fronticornis"
"FOA_2016","Sulcacis_nitidus","F","O","A",2016,6,"A","A*Sulcacis_nitidus"
"FOA_2016","Taphrorychus_bicolor","F","O","A",2016,1,"A","A*Taphrorychus_bicolor"
"FOA_2016","Tritoma_bipustulata","F","O","A",2016,2,"A","A*Tritoma_bipustulata"
"AGE_2016","Ampedus_pomorum","A","G","E",2016,1,"E","E*Ampedus_pomorum"
"AGE_2016","Cerylon_histeroides","A","G","E",2016,1,"E","E*Cerylon_histeroides"
"AGE_2016","Cyclorhipidion_bodoanum","A","G","E",2016,7,"E","E*Cyclorhipidion_bodoanum"
"AGE_2016","Euglenes_pygmaeus","A","G","E",2016,1,"E","E*Euglenes_pygmaeus"
"AGE_2016","Phloeonomus_pusillus","A","G","E",2016,1,"E","E*Phloeonomus_pusillus"
"AGE_2016","Pyrrhidium_sanguineum","A","G","E",2016,8,"E","E*Pyrrhidium_sanguineum"
"AGE_2016","Xyleborinus_saxesenii","A","G","E",2016,1,"E","E*Xyleborinus_saxesenii"
"BGE_2016","Cerylon_histeroides","B","G","E",2016,1,"E","E*Cerylon_histeroides"
"BGE_2016","Corticeus_unicolor","B","G","E",2016,2,"E","E*Corticeus_unicolor"
"BGE_2016","Cyclorhipidion_bodoanum","B","G","E",2016,3,"E","E*Cyclorhipidion_bodoanum"
"BGE_2016","Megatoma_undata","B","G","E",2016,1,"E","E*Megatoma_undata"
"BGE_2016","Orthoperus_corticalis","B","G","E",2016,1,"E","E*Orthoperus_corticalis"
"BGE_2016","Phloeonomus_punctipennis","B","G","E",2016,1,"E","E*Phloeonomus_punctipennis"
"BGE_2016","Phymatodes_testaceus","B","G","E",2016,2,"E","E*Phymatodes_testaceus"
"BGE_2016","Ptilinus_pectinicornis","B","G","E",2016,1,"E","E*Ptilinus_pectinicornis"
"BGE_2016","Pyrrhidium_sanguineum","B","G","E",2016,23,"E","E*Pyrrhidium_sanguineum"
"BGE_2016","Rhagium_mordax","B","G","E",2016,1,"E","E*Rhagium_mordax"
"BGE_2016","Rhizophagus_nitidulus","B","G","E",2016,1,"E","E*Rhizophagus_nitidulus"
"BGE_2016","Scolytus_intricatus","B","G","E",2016,2,"E","E*Scolytus_intricatus"
"BGE_2016","Trypodendron_domesticum","B","G","E",2016,4,"E","E*Trypodendron_domesticum"
"BGE_2016","Trypodendron_signatum","B","G","E",2016,134,"E","E*Trypodendron_signatum"
"BGE_2016","Xylosandrus_germanus","B","G","E",2016,5,"E","E*Xylosandrus_germanus"
"CGE_2016","Ampedus_pomorum","C","G","E",2016,1,"E","E*Ampedus_pomorum"
"CGE_2016","Anaspis_ruficollis","C","G","E",2016,1,"E","E*Anaspis_ruficollis"
"CGE_2016","Carpophilus_sexpustulatus","C","G","E",2016,1,"E","E*Carpophilus_sexpustulatus"
"CGE_2016","Cerylon_histeroides","C","G","E",2016,1,"E","E*Cerylon_histeroides"
"CGE_2016","Clytus_arietis","C","G","E",2016,1,"E","E*Clytus_arietis"
"CGE_2016","Cyclorhipidion_bodoanum","C","G","E",2016,1,"E","E*Cyclorhipidion_bodoanum"
"CGE_2016","Melasis_buprestoides","C","G","E",2016,2,"E","E*Melasis_buprestoides"
"CGE_2016","Phymatodes_testaceus","C","G","E",2016,1,"E","E*Phymatodes_testaceus"
"CGE_2016","Pyrrhidium_sanguineum","C","G","E",2016,21,"E","E*Pyrrhidium_sanguineum"
"CGE_2016","Scolytus_intricatus","C","G","E",2016,12,"E","E*Scolytus_intricatus"
"DGE_2016","Cryptolestes_duplicatus","D","G","E",2016,1,"E","E*Cryptolestes_duplicatus"
"DGE_2016","Cyclorhipidion_bodoanum","D","G","E",2016,1,"E","E*Cyclorhipidion_bodoanum"
"DGE_2016","Phymatodes_testaceus","D","G","E",2016,1,"E","E*Phymatodes_testaceus"
"DGE_2016","Ptilinus_pectinicornis","D","G","E",2016,1,"E","E*Ptilinus_pectinicornis"
"DGE_2016","Pyrrhidium_sanguineum","D","G","E",2016,11,"E","E*Pyrrhidium_sanguineum"
"DGE_2016","Taphrorychus_bicolor","D","G","E",2016,5,"E","E*Taphrorychus_bicolor"
"DGE_2016","Xylosandrus_germanus","D","G","E",2016,2,"E","E*Xylosandrus_germanus"
"EGE_2016","Anaspis_flava","E","G","E",2016,1,"E","E*Anaspis_flava"
"EGE_2016","Aspidiphorus_orbiculatus","E","G","E",2016,1,"E","E*Aspidiphorus_orbiculatus"
"EGE_2016","Bibloporus_minutus","E","G","E",2016,1,"E","E*Bibloporus_minutus"
"EGE_2016","Calambus_bipustulatus","E","G","E",2016,1,"E","E*Calambus_bipustulatus"
"EGE_2016","Cyclorhipidion_bodoanum","E","G","E",2016,3,"E","E*Cyclorhipidion_bodoanum"
"EGE_2016","Pyrrhidium_sanguineum","E","G","E",2016,4,"E","E*Pyrrhidium_sanguineum"
"EGE_2016","Scolytus_intricatus","E","G","E",2016,22,"E","E*Scolytus_intricatus"
"FGE_2016","Euplectus_karstenii","F","G","E",2016,1,"E","E*Euplectus_karstenii"
"FGE_2016","Gabrius_splendidulus","F","G","E",2016,1,"E","E*Gabrius_splendidulus"
"FGE_2016","Hapalaraea_pygmaea","F","G","E",2016,2,"E","E*Hapalaraea_pygmaea"
"FGE_2016","Malachius_bipustulatus","F","G","E",2016,1,"E","E*Malachius_bipustulatus"
"FGE_2016","Phloeonomus_punctipennis","F","G","E",2016,1,"E","E*Phloeonomus_punctipennis"
"FGE_2016","Pyrrhidium_sanguineum","F","G","E",2016,45,"E","E*Pyrrhidium_sanguineum"
"FGE_2016","Stenagostus_rhombeus","F","G","E",2016,2,"E","E*Stenagostus_rhombeus"
"FGE_2016","Trypodendron_signatum","F","G","E",2016,1,"E","E*Trypodendron_signatum"
"ANE_2016","Cyclorhipidion_bodoanum","A","N","E",2016,3,"E","E*Cyclorhipidion_bodoanum"
"ANE_2016","Euplectus_nanus","A","N","E",2016,1,"E","E*Euplectus_nanus"
"ANE_2016","Pyrrhidium_sanguineum","A","N","E",2016,53,"E","E*Pyrrhidium_sanguineum"
"BNE_2016","Agrilus_angustulus","B","N","E",2016,1,"E","E*Agrilus_angustulus"
"BNE_2016","Agrilus_sulcicollis","B","N","E",2016,6,"E","E*Agrilus_sulcicollis"
"BNE_2016","Chrysobothris_affinis","B","N","E",2016,2,"E","E*Chrysobothris_affinis"
"BNE_2016","Corticeus_unicolor","B","N","E",2016,2,"E","E*Corticeus_unicolor"
"BNE_2016","Cryptolestes_duplicatus","B","N","E",2016,2,"E","E*Cryptolestes_duplicatus"
"BNE_2016","Enicmus_rugosus","B","N","E",2016,2,"E","E*Enicmus_rugosus"
"BNE_2016","Phymatodes_testaceus","B","N","E",2016,10,"E","E*Phymatodes_testaceus"
"BNE_2016","Pyrrhidium_sanguineum","B","N","E",2016,27,"E","E*Pyrrhidium_sanguineum"
"BNE_2016","Scolytus_intricatus","B","N","E",2016,7,"E","E*Scolytus_intricatus"
"BNE_2016","Trypodendron_signatum","B","N","E",2016,176,"E","E*Trypodendron_signatum"
"CNE_2016","Agrilus_sulcicollis","C","N","E",2016,3,"E","E*Agrilus_sulcicollis"
"CNE_2016","Aspidiphorus_orbiculatus","C","N","E",2016,2,"E","E*Aspidiphorus_orbiculatus"
"CNE_2016","Chrysobothris_affinis","C","N","E",2016,2,"E","E*Chrysobothris_affinis"
"CNE_2016","Cryptolestes_duplicatus","C","N","E",2016,2,"E","E*Cryptolestes_duplicatus"
"CNE_2016","Phymatodes_testaceus","C","N","E",2016,8,"E","E*Phymatodes_testaceus"
"CNE_2016","Pyrrhidium_sanguineum","C","N","E",2016,18,"E","E*Pyrrhidium_sanguineum"
"CNE_2016","Rhizophagus_nitidulus","C","N","E",2016,1,"E","E*Rhizophagus_nitidulus"
"CNE_2016","Scolytus_intricatus","C","N","E",2016,17,"E","E*Scolytus_intricatus"
"DNE_2016","Corticeus_unicolor","D","N","E",2016,1,"E","E*Corticeus_unicolor"
"DNE_2016","Phymatodes_testaceus","D","N","E",2016,1,"E","E*Phymatodes_testaceus"
"DNE_2016","Plectophloeus_fischeri","D","N","E",2016,1,"E","E*Plectophloeus_fischeri"
"DNE_2016","Pyrrhidium_sanguineum","D","N","E",2016,13,"E","E*Pyrrhidium_sanguineum"
"ENE_2016","Agrilus_sulcicollis","E","N","E",2016,23,"E","E*Agrilus_sulcicollis"
"ENE_2016","Chrysobothris_affinis","E","N","E",2016,5,"E","E*Chrysobothris_affinis"
"ENE_2016","Dryocoetes_villosus","E","N","E",2016,1,"E","E*Dryocoetes_villosus"
"ENE_2016","Phymatodes_testaceus","E","N","E",2016,1,"E","E*Phymatodes_testaceus"
"ENE_2016","Pyrrhidium_sanguineum","E","N","E",2016,1,"E","E*Pyrrhidium_sanguineum"
"ENE_2016","Scolytus_intricatus","E","N","E",2016,2,"E","E*Scolytus_intricatus"
"FNE_2016","Agrilus_sulcicollis","F","N","E",2016,3,"E","E*Agrilus_sulcicollis"
"FNE_2016","Chrysobothris_affinis","F","N","E",2016,2,"E","E*Chrysobothris_affinis"
"FNE_2016","Phymatodes_testaceus","F","N","E",2016,1,"E","E*Phymatodes_testaceus"
"FNE_2016","Pyrrhidium_sanguineum","F","N","E",2016,28,"E","E*Pyrrhidium_sanguineum"
"FNE_2016","Taphrorychus_bicolor","F","N","E",2016,1,"E","E*Taphrorychus_bicolor"
"AOE_2016","Cerylon_histeroides","A","O","E",2016,1,"E","E*Cerylon_histeroides"
"AOE_2016","Chrysobothris_affinis","A","O","E",2016,5,"E","E*Chrysobothris_affinis"
"AOE_2016","Cryptolestes_duplicatus","A","O","E",2016,2,"E","E*Cryptolestes_duplicatus"
"AOE_2016","Cyclorhipidion_bodoanum","A","O","E",2016,4,"E","E*Cyclorhipidion_bodoanum"
"AOE_2016","Enicmus_rugosus","A","O","E",2016,1,"E","E*Enicmus_rugosus"
"AOE_2016","Phymatodes_testaceus","A","O","E",2016,2,"E","E*Phymatodes_testaceus"
"AOE_2016","Pyrrhidium_sanguineum","A","O","E",2016,28,"E","E*Pyrrhidium_sanguineum"
"AOE_2016","Sulcacis_nitidus","A","O","E",2016,1,"E","E*Sulcacis_nitidus"
"AOE_2016","Xyleborinus_saxesenii","A","O","E",2016,6,"E","E*Xyleborinus_saxesenii"
"BOE_2016","Agrilus_sulcicollis","B","O","E",2016,2,"E","E*Agrilus_sulcicollis"
"BOE_2016","Anobium_punctatum","B","O","E",2016,1,"E","E*Anobium_punctatum"
"BOE_2016","Cerylon_histeroides","B","O","E",2016,1,"E","E*Cerylon_histeroides"
"BOE_2016","Chrysobothris_affinis","B","O","E",2016,2,"E","E*Chrysobothris_affinis"
"BOE_2016","Clypastraea_pusilla","B","O","E",2016,1,"E","E*Clypastraea_pusilla"
"BOE_2016","Cryptolestes_duplicatus","B","O","E",2016,3,"E","E*Cryptolestes_duplicatus"
"BOE_2016","Cyclorhipidion_bodoanum","B","O","E",2016,1,"E","E*Cyclorhipidion_bodoanum"
"BOE_2016","Enicmus_rugosus","B","O","E",2016,1,"E","E*Enicmus_rugosus"
"BOE_2016","Glischrochilus_quadriguttatus","B","O","E",2016,1,"E","E*Glischrochilus_quadriguttatus"
"BOE_2016","Hylastes_opacus","B","O","E",2016,1,"E","E*Hylastes_opacus"
"BOE_2016","Phymatodes_testaceus","B","O","E",2016,6,"E","E*Phymatodes_testaceus"
"BOE_2016","Placonotus_testaceus","B","O","E",2016,1,"E","E*Placonotus_testaceus"
"BOE_2016","Pyrrhidium_sanguineum","B","O","E",2016,29,"E","E*Pyrrhidium_sanguineum"
"BOE_2016","Rhagium_mordax","B","O","E",2016,4,"E","E*Rhagium_mordax"
"BOE_2016","Scolytus_intricatus","B","O","E",2016,1,"E","E*Scolytus_intricatus"
"BOE_2016","Sphindus_dubius","B","O","E",2016,4,"E","E*Sphindus_dubius"
"BOE_2016","Stictoleptura_scutellata","B","O","E",2016,1,"E","E*Stictoleptura_scutellata"
"BOE_2016","Vincenzellus_ruficollis","B","O","E",2016,1,"E","E*Vincenzellus_ruficollis"
"BOE_2016","Xyleborinus_saxesenii","B","O","E",2016,38,"E","E*Xyleborinus_saxesenii"
"COE_2016","Agrilus_sulcicollis","C","O","E",2016,1,"E","E*Agrilus_sulcicollis"
"COE_2016","Cryptolestes_duplicatus","C","O","E",2016,4,"E","E*Cryptolestes_duplicatus"
"COE_2016","Orthoperus_corticalis","C","O","E",2016,2,"E","E*Orthoperus_corticalis"
"COE_2016","Phymatodes_testaceus","C","O","E",2016,16,"E","E*Phymatodes_testaceus"
"COE_2016","Pyrrhidium_sanguineum","C","O","E",2016,60,"E","E*Pyrrhidium_sanguineum"
"COE_2016","Scolytus_intricatus","C","O","E",2016,1,"E","E*Scolytus_intricatus"
